"winner";"rated";"turns";"victory_status";"white_rating";"black_rating";"opening_ply";"matchtime";"increment";"ECO";"firstmove";"firstresponse";"diffELO";"king.moves";"queen.moves";"rook.moves";"knight.moves";"bishop.moves";"takes";"w.castle";"b.castle";"checks";"material"
"black";1;44;"resign";1151;1200;4;180;0;"B";"Usual";"Usual";-59.53455;-1;-3;-1;3;10;-4;"no castle";"no castle";3;2
"black";1;28;"resign";1291;1320;3;180;0;"D";"Unusual";"Unusual";-37.56046;3;0;0;-4;-2;-3;"no castle";"castle";-2;0
"white";0;26;"resign";1317;1291;5;180;0;"B";"Usual";"Usual";33.65083;-1;0;0;1;0;2;"no castle";"no castle";0;0
"black";0;13;"resign";1493;1291;3;180;0;"C";"Usual";"Usual";272.4072;0;0;0;-2;0;1;"no castle";"no castle";0;0
"white";0;47;"mate";1333;1291;2;30;0;"A";"Unusual";"Usual";54.56632;-3;0;0;2;5;1;"no castle";"castle";4;-5
"white";0;35;"resign";1615;1291;5;30;0;"C";"Usual";"Usual";449.1228;0;-4;0;7;1;1;"castle";"no castle";3;-6
"black";0;108;"resign";1574;1500;7;60;0;"A";"Usual";"Usual";106.4121;3;4;0;0;-2;-1;"castle";"castle";5;-11
"white";0;57;"resign";1500;1574;3;60;0;"B";"Usual";"Usual";-106.4121;0;2;-2;-2;-2;1;"castle";"castle";-1;0
"black";1;60;"mate";1405;1511;1;15;15;"A";"Unusual";"Unusual";-147.2622;1;-1;-1;3;1;-2;"castle";"castle";-1;3
"black";1;42;"resign";1523;1477;2;20;0;"A";"Unusual";"Unusual";65.09809;4;1;-1;0;1;-1;"no castle";"castle";-3;3
"black";1;46;"resign";1514;1512;4;11;4;"D";"Unusual";"Usual";2.846391;3;-1;0;-3;1;-1;"castle";"castle";-3;-1
"white";1;41;"mate";1496;1546;4;20;0;"C";"Unusual";"Usual";-71.40654;0;0;0;-3;7;-2;"castle";"castle";-1;2
"white";1;24;"resign";1433;1509;2;5;8;"A";"Unusual";"Unusual";-106.1937;-1;1;0;0;1;1;"no castle";"no castle";1;0
"white";1;47;"resign";1509;1520;5;10;3;"D";"Unusual";"Usual";-15.66533;-1;6;1;-1;2;0;"castle";"castle";3;1
"white";1;83;"resign";1515;1301;3;10;0;"D";"Unusual";"Usual";290.702;2;-13;7;-3;5;0;"no castle";"castle";-9;-5
"black";1;14;"resign";1396;1507;3;10;2;"B";"Usual";"Usual";-153.7634;0;2;0;-3;0;-1;"no castle";"no castle";-1;0
"black";1;63;"resign";1519;1482;3;10;1;"D";"Unusual";"Usual";52.37292;8;-13;2;2;-2;-9;"no castle";"castle";-11;-3
"black";1;57;"resign";1531;1521;2;30;10;"A";"Unusual";"Unusual";14.31215;0;0;-1;2;-3;1;"castle";"castle";1;5
"white";1;57;"mate";1522;1434;6;10;0;"C";"Unusual";"Usual";123.3411;-1;-3;3;1;3;3;"castle";"castle";1;4
"black";1;29;"resign";1222;1519;1;15;30;"A";"Unusual";"Unusual";-396.5802;1;1;0;1;-2;-2;"castle";"castle";-1;3
"white";1;43;"resign";1461;1532;6;5;8;"B";"Usual";"Usual";-100.3242;-2;-5;0;4;1;0;"castle";"no castle";2;-4
"black";1;48;"mate";1268;1528;4;10;0;"B";"Usual";"Usual";-351.5854;0;1;2;-3;2;-2;"castle";"castle";0;3
"black";1;86;"resign";1540;1505;2;20;0;"A";"Unusual";"Unusual";50.01696;-10;-6;11;3;4;0;"castle";"no castle";11;8
"white";1;99;"resign";1531;1475;2;20;8;"A";"Unusual";"Usual";79.35349;-2;-9;6;0;7;1;"castle";"castle";-1;-5
"white";1;57;"resign";1513;1542;4;30;0;"D";"Unusual";"Usual";-41.53208;-3;-3;3;4;2;3;"castle";"castle";0;7
"black";1;62;"resign";1483;1533;7;15;0;"C";"Usual";"Usual";-71.00555;2;-4;-1;2;2;0;"castle";"castle";-4;6
"black";0;80;"mate";1502;1533;8;11;0;"C";"Unusual";"Unusual";-44.20512;1;6;1;-1;-6;-3;"no castle";"castle";-1;0
"white";1;123;"mate";1489;1545;5;10;0;"C";"Usual";"Usual";-79.83714;-11;-1;-7;18;2;5;"castle";"castle";9;-11
"black";1;43;"resign";1560;1430;4;15;0;"C";"Unusual";"Usual";183.5719;0;0;0;-2;1;-2;"castle";"castle";0;-2
"white";1;74;"resign";1550;1571;6;15;10;"B";"Usual";"Usual";-30.50247;2;0;1;-2;1;1;"castle";"castle";-1;8
"white";1;53;"resign";1562;1503;5;10;5;"C";"Unusual";"Usual";84.67829;0;-4;-2;1;5;1;"castle";"castle";-1;-1
"black";1;43;"resign";1576;1352;3;10;8;"D";"Unusual";"Usual";312.0247;-1;-3;3;-2;2;0;"castle";"no castle";-1;-7
"white";0;59;"mate";1432;1576;3;8;0;"B";"Usual";"Usual";-204.1407;0;-2;1;3;-1;-1;"castle";"castle";-1;3
"white";1;59;"mate";1570;1370;7;10;1;"B";"Unusual";"Usual";279.3337;-2;6;-3;2;-4;4;"castle";"castle";2;10
"black";1;72;"resign";1546;1560;1;10;0;"A";"Unusual";"Unusual";-20.2702;-5;7;-1;3;1;1;"castle";"castle";4;1
"white";1;77;"resign";1555;1361;3;10;0;"D";"Unusual";"Usual";269.5176;6;-3;-4;-2;0;2;"no castle";"castle";-8;-14
"black";0;66;"mate";1459;1555;2;20;0;"A";"Unusual";"Unusual";-136.2714;3;0;-5;0;0;-4;"castle";"castle";-3;10
"white";1;31;"outoftime";1496;1568;4;8;0;"B";"Usual";"Usual";-103.314;0;-1;0;1;3;0;"castle";"castle";0;-1
"black";1;70;"resign";1527;1558;3;25;0;"B";"Usual";"Usual";-44.68322;6;-2;-5;2;-6;-2;"castle";"castle";-3;0
"black";1;80;"mate";1570;1538;2;10;1;"A";"Unusual";"Unusual";46.35163;2;-1;-1;-5;5;0;"castle";"castle";-2;2
"black";1;132;"mate";1583;1496;3;10;0;"D";"Unusual";"Usual";125.2403;26;-12;-3;-9;-1;-5;"castle";"no castle";-14;-21
"white";1;43;"mate";1574;1510;4;5;8;"A";"Unusual";"Unusual";92.22949;-2;2;-2;2;-1;4;"castle";"castle";2;4
"black";1;40;"mate";1520;1565;3;5;8;"B";"Usual";"Usual";-64.86274;0;-2;-1;2;1;-4;"no castle";"no castle";-1;13
"white";1;47;"mate";1554;1530;4;5;8;"A";"Unusual";"Unusual";34.58606;-3;3;2;3;-1;4;"castle";"castle";2;-5
"white";1;7;"outoftime";1549;1344;2;5;8;"A";"Unusual";"Unusual";283.3452;0;-1;0;0;1;1;"no castle";"no castle";-1;-1
"black";1;12;"resign";1500;1543;3;5;8;"B";"Usual";"Usual";-61.42289;0;3;0;-4;2;-1;"no castle";"no castle";0;9
"black";1;70;"resign";1537;1532;4;20;0;"B";"Usual";"Usual";7.182295;0;6;-4;4;-3;-4;"castle";"castle";-2;7
"white";1;62;"resign";1470;1545;3;8;0;"B";"Usual";"Usual";-106.4852;0;6;-4;0;0;1;"castle";"no castle";-1;-1
"black";1;64;"resign";1556;1550;3;10;0;"D";"Unusual";"Usual";8.68723;-2;2;5;-8;0;-3;"no castle";"no castle";5;0
"black";1;62;"mate";1493;1546;2;20;0;"A";"Unusual";"Unusual";-75.64189;2;6;-5;2;-7;-3;"no castle";"castle";-3;4
"black";1;28;"resign";1519;1536;5;25;0;"D";"Unusual";"Usual";-24.34639;0;3;-1;0;0;0;"castle";"castle";0;7
"white";1;59;"mate";1518;1823;6;10;0;"D";"Unusual";"Usual";-463.7091;0;4;1;-1;-3;-1;"castle";"castle";1;8
"white";1;81;"resign";1529;1528;5;10;0;"C";"Usual";"Usual";1.432758;-7;2;3;0;-2;4;"castle";"castle";3;4
"black";1;52;"mate";1539;1533;6;6;10;"D";"Unusual";"Usual";8.624306;3;-4;3;-2;-2;-6;"castle";"castle";-5;3
"white";1;81;"resign";1724;1561;7;10;0;"C";"Usual";"Unusual";245.0028;-8;-2;-4;20;0;2;"castle";"castle";1;0
"white";1;11;"resign";1293;1048;8;10;5;"C";"Usual";"Usual";296.917;0;0;0;1;0;1;"no castle";"no castle";1;0
"white";1;9;"resign";1422;1065;3;12;3;"C";"Usual";"Usual";448.7276;0;4;0;0;-2;3;"no castle";"no castle";1;0
"white";1;7;"resign";1861;1066;4;8;10;"B";"Usual";"Unusual";1107.164;0;-2;0;2;0;0;"no castle";"no castle";0;0
"black";1;32;"mate";1075;1524;1;10;0;"A";"Unusual";"Unusual";-579.8775;2;0;0;-4;0;-1;"no castle";"no castle";-2;1
"black";1;6;"resign";1102;1323;1;10;0;"A";"Unusual";"Unusual";-273.5574;0;1;0;-2;1;-1;"no castle";"no castle";0;9
"white";1;57;"mate";1282;1161;1;10;0;"A";"Unusual";"Unusual";150.4476;-2;5;4;-6;1;-3;"no castle";"no castle";1;0
"black";1;42;"mate";1244;1273;1;10;0;"A";"Unusual";"Unusual";-36.71962;2;-5;4;-2;4;-3;"castle";"no castle";-1;7
"white";1;47;"mate";1482;1311;3;10;0;"C";"Unusual";"Usual";231.0768;-4;3;3;1;1;5;"castle";"no castle";4;4
"white";0;25;"mate";1500;1311;3;5;20;"C";"Usual";"Usual";256.45;-4;2;0;2;2;1;"castle";"no castle";4;0
"black";1;152;"mate";1708;1726;5;10;0;"B";"Usual";"Usual";-27.88279;19;-14;4;0;-5;-1;"castle";"castle";-7;-25
"white";1;51;"mate";1759;1737;4;10;0;"B";"Usual";"Usual";34.49969;-8;4;4;-3;2;0;"castle";"castle";4;9
"white";1;93;"outoftime";1725;1742;5;10;0;"D";"Unusual";"Unusual";-26.50679;6;-11;7;5;-1;-2;"castle";"castle";-11;6
"white";1;51;"resign";1484;1743;7;15;0;"D";"Unusual";"Usual";-384.6653;0;1;-2;4;-2;1;"castle";"castle";0;7
"black";1;49;"resign";1750;1684;7;10;0;"D";"Unusual";"Usual";102.2369;1;0;-2;0;-1;-1;"castle";"castle";-1;-2
"white";1;17;"mate";1576;1767;5;10;0;"B";"Usual";"Usual";-290.5062;0;1;0;0;3;1;"no castle";"no castle";0;0
"black";1;89;"resign";1771;1588;4;10;0;"D";"Unusual";"Usual";279.2415;10;-4;4;-4;2;-1;"castle";"castle";-10;5
"black";1;75;"resign";1791;1484;7;10;2;"D";"Unusual";"Usual";460.5;-4;5;3;0;-2;3;"castle";"castle";3;9
"black";1;121;"resign";1803;1778;9;10;0;"D";"Unusual";"Usual";39.85965;-2;1;5;10;-4;-1;"castle";"castle";4;14
"white";1;45;"mate";1805;1815;7;10;0;"D";"Unusual";"Usual";-16.06416;4;-1;0;-3;0;-1;"no castle";"no castle";-3;-13
"black";1;44;"resign";1838;1818;6;10;0;"D";"Unusual";"Usual";32.3504;2;0;0;-2;-3;-2;"no castle";"castle";0;2
"black";1;64;"mate";1829;1843;9;10;0;"E";"Unusual";"Usual";-22.71437;4;-2;-2;-2;1;1;"castle";"castle";-7;-3
"black";1;126;"mate";1616;1826;3;10;0;"B";"Usual";"Usual";-325.8174;12;-6;-2;-2;-4;-4;"castle";"castle";-9;-10
"white";1;61;"resign";1820;1621;7;10;0;"D";"Unusual";"Usual";308.6894;-2;-1;5;5;0;3;"castle";"castle";2;-1
"black";1;72;"mate";1627;1814;3;10;0;"B";"Usual";"Usual";-290.075;4;0;1;-2;2;-2;"no castle";"castle";-8;-2
"black";1;41;"resign";1833;1609;10;10;2;"C";"Usual";"Usual";347.5386;-1;3;5;-2;0;-1;"castle";"castle";2;2
"black";1;10;"resign";1862;1827;5;10;0;"B";"Usual";"Usual";56.96946;0;0;0;0;1;0;"no castle";"no castle";0;0
"white";1;121;"resign";1817;1839;5;10;0;"B";"Usual";"Usual";-35.58544;3;-5;2;4;-2;1;"castle";"castle";0;5
"black";1;88;"mate";1860;1496;8;10;0;"C";"Usual";"Usual";555.0944;1;0;8;-3;-4;-4;"castle";"castle";-1;15
"black";1;88;"mate";1499;1857;4;10;0;"A";"Unusual";"Unusual";-545.9445;3;-1;-1;-7;3;-3;"castle";"castle";-4;-10
"white";1;93;"resign";1854;1502;7;10;0;"D";"Unusual";"Usual";536.7946;-1;-2;1;2;-7;3;"castle";"castle";0;5
"black";1;58;"resign";1505;1851;3;10;0;"B";"Usual";"Usual";-527.6447;-1;1;1;-1;4;-2;"castle";"castle";-1;9
"white";1;35;"resign";1860;1863;5;10;0;"B";"Usual";"Usual";-4.914559;-2;1;0;0;3;1;"castle";"castle";1;0
"black";1;60;"mate";1516;1860;3;10;0;"B";"Usual";"Usual";-526.7168;1;-2;-1;1;0;-4;"castle";"castle";-2;2
"white";1;34;"resign";1857;1519;7;10;0;"D";"Unusual";"Usual";517.5299;-2;1;-1;5;-1;2;"no castle";"no castle";-1;3
"white";1;101;"mate";1854;1523;6;10;0;"C";"Usual";"Usual";506.9139;-4;6;-3;5;-3;3;"castle";"castle";2;9
"black";1;88;"mate";1526;1850;2;10;0;"A";"Unusual";"Unusual";-496.0938;-2;2;-2;0;0;-2;"castle";"castle";4;13
"black";1;54;"resign";1862;1843;11;10;0;"E";"Unusual";"Usual";31.02005;1;-4;2;-2;5;-2;"castle";"castle";-1;0
"white";1;104;"resign";1816;1872;3;10;0;"B";"Usual";"Usual";-91.13387;-10;-2;4;10;0;3;"castle";"castle";4;-2
"black";1;72;"resign";1830;1861;2;10;0;"A";"Unusual";"Unusual";-50.47779;5;-2;-4;-2;1;-2;"no castle";"castle";-7;-10
"black";1;84;"resign";1509;1859;4;10;0;"B";"Usual";"Usual";-535.0401;1;-1;2;-4;-2;-2;"castle";"no castle";0;-7
"white";1;71;"resign";1856;1517;5;10;0;"C";"Usual";"Usual";518.7474;0;0;3;-1;-1;1;"castle";"castle";0;-6
"white";1;71;"mate";1853;1525;3;10;0;"A";"Unusual";"Usual";502.4207;0;-3;-2;8;-3;2;"castle";"castle";0;-2
"white";1;49;"mate";1850;1528;6;10;0;"D";"Unusual";"Usual";493.2301;-2;0;5;2;-4;-1;"castle";"castle";2;5
"black";1;50;"mate";1860;1886;7;10;0;"A";"Unusual";"Usual";-42.7773;0;-7;5;-3;5;-1;"castle";"castle";-3;-13
"black";1;30;"resign";1871;1865;9;10;0;"D";"Unusual";"Usual";9.853177;1;-1;0;2;-1;1;"no castle";"castle";-3;-1
"white";1;69;"mate";1868;1519;8;10;0;"D";"Unusual";"Usual";535.5568;-5;3;1;6;-1;0;"castle";"castle";6;9
"black";1;142;"outoftime";1522;1865;3;10;0;"B";"Usual";"Usual";-526.3495;16;-2;-24;11;4;-2;"castle";"castle";-8;-8
"black";1;102;"resign";1852;1855;4;10;0;"D";"Unusual";"Usual";-4.899753;-9;0;-9;7;1;0;"castle";"castle";3;14
"black";1;58;"resign";1536;1796;5;5;5;"C";"Usual";"Usual";-394.5713;5;0;-4;-1;-3;-3;"castle";"no castle";-2;7
"white";1;39;"resign";2162;1538;6;10;0;"B";"Usual";"Unusual";1017.801;-2;-1;2;-1;3;2;"castle";"no castle";2;0
"white";1;61;"resign";1509;1482;8;10;0;"C";"Usual";"Usual";38.13479;-2;-1;-7;13;-3;2;"castle";"castle";-1;-5
"white";1;39;"resign";1467;1563;7;10;0;"B";"Usual";"Unusual";-136.7452;-1;2;-3;1;1;1;"castle";"castle";1;1
"black";1;118;"resign";1474;1839;5;10;0;"C";"Usual";"Usual";-551.7782;1;11;-8;0;-3;-2;"castle";"castle";4;13
"black";1;24;"resign";1327;1450;6;15;0;"C";"Usual";"Usual";-165.6061;0;-1;0;1;1;0;"castle";"no castle";1;1
"black";1;14;"resign";1338;1356;3;15;0;"C";"Usual";"Usual";-23.77421;-1;4;0;-3;2;1;"no castle";"no castle";1;0
"black";1;20;"resign";1355;1450;5;15;0;"C";"Usual";"Usual";-128.7276;0;5;-1;-1;0;0;"no castle";"no castle";2;9
"black";1;11;"resign";1147;1355;3;15;0;"C";"Usual";"Usual";-262.4059;0;4;0;-3;1;0;"no castle";"no castle";0;0
"white";1;12;"resign";1341;1421;3;15;0;"C";"Usual";"Usual";-107.3411;0;0;0;-2;3;0;"no castle";"no castle";0;1
"white";1;111;"resign";1458;1373;6;15;0;"C";"Usual";"Usual";115.859;-15;2;-1;2;12;3;"castle";"castle";7;18
"white";1;36;"resign";1360;1388;3;15;0;"C";"Usual";"Usual";-37.44849;1;0;-1;2;-1;4;"castle";"castle";0;-1
"black";1;41;"resign";1401;1346;5;15;0;"C";"Usual";"Usual";73.54257;0;2;4;1;-9;-1;"castle";"castle";0;2
"black";1;26;"resign";1353;1542;6;15;0;"B";"Usual";"Unusual";-261.347;0;2;-1;-5;-1;0;"no castle";"no castle";2;-1
"white";1;29;"mate";1333;1586;3;15;0;"C";"Usual";"Usual";-351.7184;-1;2;0;-3;2;1;"no castle";"no castle";1;-4
"white";1;49;"outoftime";1753;1335;2;15;0;"A";"Unusual";"Unusual";602.8896;0;-6;3;1;0;1;"castle";"castle";0;5
"black";1;38;"mate";1337;1720;3;15;0;"C";"Usual";"Usual";-548.7461;5;3;0;-6;-1;-3;"no castle";"no castle";-3;0
"white";1;23;"resign";1718;1340;6;15;0;"C";"Usual";"Usual";541.699;0;-1;0;-1;-2;2;"castle";"no castle";-2;-9
"black";1;46;"mate";1347;1677;4;15;0;"C";"Usual";"Usual";-469.451;5;1;-1;-1;-1;-2;"no castle";"castle";-3;0
"black";1;55;"resign";1391;1345;6;15;0;"C";"Usual";"Usual";61.35225;6;-1;1;-2;-4;-2;"no castle";"castle";-4;-6
"black";1;100;"mate";1351;1674;3;15;0;"C";"Usual";"Usual";-459.5925;10;-1;-1;-2;2;-2;"castle";"castle";1;-21
"white";1;63;"resign";1524;1358;8;15;0;"C";"Usual";"Usual";228.8772;-7;-3;3;7;2;3;"castle";"no castle";7;4
"black";1;46;"mate";1362;1650;3;15;0;"C";"Usual";"Usual";-408.6366;1;1;1;1;-2;1;"castle";"castle";0;0
"white";1;49;"resign";1646;1365;4;15;0;"C";"Usual";"Usual";398.6178;-1;-1;1;1;3;1;"castle";"castle";4;9
"black";1;47;"resign";1456;1369;6;15;0;"C";"Usual";"Usual";118.4241;5;0;-1;-1;2;0;"no castle";"castle";-5;3
"black";1;35;"resign";1378;1447;3;15;0;"C";"Usual";"Usual";-93.92258;-2;7;-1;-2;1;2;"no castle";"no castle";6;-1
"black";1;23;"resign";1461;1364;6;15;0;"C";"Usual";"Usual";132.0361;0;-2;1;-1;3;-1;"no castle";"no castle";-2;2
"white";1;7;"resign";1353;1148;3;15;0;"C";"Usual";"Usual";258.558;0;2;0;0;0;2;"no castle";"no castle";1;0
"black";1;26;"resign";1429;1333;11;15;7;"C";"Usual";"Usual";128.8094;0;-1;1;0;-1;-3;"castle";"castle";0;13
"white";1;47;"mate";1323;1281;8;15;7;"B";"Usual";"Usual";54.30722;-2;1;1;4;2;-2;"castle";"no castle";4;-1
"black";1;26;"outoftime";1334;1345;4;15;7;"B";"Usual";"Unusual";-14.47779;0;1;0;0;1;1;"castle";"castle";2;2
"black";1;22;"mate";1360;1332;1;15;7;"A";"Unusual";"Unusual";36.96484;0;-1;0;5;0;0;"no castle";"no castle";-2;3
"black";1;70;"mate";1332;1372;3;15;7;"C";"Usual";"Usual";-52.95497;2;-7;-6;4;2;1;"no castle";"no castle";-2;8
"black";1;52;"resign";1363;1623;5;15;7;"C";"Usual";"Usual";-366.8229;2;5;3;-7;-5;-4;"castle";"castle";-1;1
"white";0;44;"resign";2367;1760;2;20;60;"A";"Unusual";"Usual";1070.02;-3;2;2;-1;-1;2;"castle";"no castle";5;0
"black";1;104;"resign";1446;1436;7;10;0;"B";"Unusual";"Usual";13.78779;4;4;-11;-4;1;-4;"castle";"castle";3;3
"black";1;67;"resign";1424;1421;5;10;0;"C";"Usual";"Usual";4.102097;4;0;-1;-1;-5;-2;"castle";"no castle";-1;5
"white";1;43;"mate";1270;1277;3;2;10;"B";"Usual";"Unusual";-8.928131;-2;2;-1;1;-1;2;"castle";"castle";2;-5
"black";1;37;"resign";1597;1500;2;45;1;"A";"Unusual";"Unusual";140.1743;-1;3;0;-1;1;5;"no castle";"no castle";-1;-6
"white";0;47;"outoftime";1598;1500;8;8;0;"C";"Usual";"Usual";141.6496;-8;9;1;-2;-2;7;"castle";"no castle";9;-12
"black";1;34;"outoftime";1159;1745;4;15;0;"B";"Usual";"Unusual";-811.9408;0;1;-3;-2;4;1;"no castle";"no castle";0;0
"white";1;26;"resign";1744;1163;6;15;0;"C";"Usual";"Usual";805.5506;-1;2;2;0;1;-2;"castle";"no castle";1;8
"black";1;56;"outoftime";1305;1497;6;10;0;"C";"Usual";"Usual";-259.9877;-5;7;1;-2;-1;1;"castle";"castle";2;0
"black";1;42;"mate";1385;1740;2;7;7;"B";"Usual";"Unusual";-516.075;1;-5;4;-2;-1;-3;"castle";"castle";-2;-4
"black";1;33;"resign";1786;1817;10;15;0;"B";"Usual";"Usual";-49.63634;-2;1;0;2;1;-2;"castle";"no castle";1;10
"black";0;46;"mate";1494;1817;5;10;0;"E";"Unusual";"Usual";-488.0867;0;-1;1;0;0;1;"castle";"castle";0;2
"white";0;17;"mate";1817;1494;7;10;0;"D";"Unusual";"Usual";488.0867;0;2;0;-1;0;0;"no castle";"no castle";-2;1
"black";0;44;"mate";1494;1817;5;10;0;"E";"Unusual";"Usual";-488.0867;0;-7;4;3;-2;-3;"castle";"no castle";-1;3
"black";1;98;"resign";2227;2271;9;10;0;"C";"Usual";"Usual";-82.5984;10;-7;3;-2;-3;-1;"castle";"castle";-10;2
"white";1;63;"resign";2277;2235;10;10;0;"D";"Unusual";"Usual";79.02529;-4;2;0;-1;4;1;"castle";"castle";3;3
"black";1;100;"resign";2245;2264;4;10;0;"C";"Usual";"Usual";-35.73196;3;7;1;-2;-6;-3;"castle";"castle";-3;-2
"white";1;61;"resign";2279;2255;17;10;0;"B";"Usual";"Usual";45.32017;-3;1;1;-3;1;-1;"castle";"castle";1;2
"white";1;77;"resign";2242;2305;11;10;0;"B";"Usual";"Usual";-119.2181;0;3;0;-1;3;0;"castle";"castle";2;0
"white";1;93;"resign";2263;2253;6;10;0;"B";"Usual";"Usual";18.82788;3;-1;-9;0;5;0;"castle";"castle";5;-4
"black";1;164;"mate";2239;2241;17;10;0;"B";"Usual";"Usual";-3.743368;4;-1;-2;-1;2;-2;"castle";"castle";-3;0
"white";1;71;"resign";2232;2252;11;10;0;"B";"Usual";"Usual";-37.45836;-3;-5;2;3;3;3;"castle";"castle";3;11
"white";1;55;"resign";2241;2244;9;10;0;"B";"Usual";"Unusual";-5.619679;0;2;-1;-2;4;3;"castle";"castle";0;-2
"black";1;90;"resign";2231;2230;11;10;0;"B";"Usual";"Usual";1.865824;9;-9;-1;-2;6;-2;"castle";"castle";-8;5
"black";1;52;"resign";2239;2321;6;10;0;"B";"Usual";"Usual";-155.5015;4;-4;-2;0;1;1;"no castle";"castle";-4;-6
"white";1;39;"mate";1758;1387;5;30;0;"B";"Usual";"Usual";541.6234;1;0;3;-2;-1;-1;"castle";"castle";-1;3
"black";1;80;"mate";1389;1755;8;30;0;"C";"Usual";"Usual";-534.211;16;-4;-5;0;-1;-6;"no castle";"castle";-9;-15
"white";1;69;"mate";1330;1403;3;15;0;"B";"Usual";"Usual";-97.29581;0;0;-3;3;4;2;"castle";"castle";-1;-5
"black";1;34;"resign";1412;1492;4;15;0;"B";"Usual";"Usual";-110.8452;1;1;0;-4;0;-2;"castle";"castle";-1;-1
"black";1;56;"resign";1426;1357;3;15;0;"C";"Usual";"Usual";93.02869;3;4;-5;-2;-4;1;"castle";"castle";-2;-6
"white";1;107;"resign";1462;1437;10;8;0;"B";"Usual";"Usual";34.60056;-3;1;2;2;-4;1;"castle";"castle";-1;3
"black";1;42;"resign";1449;1463;6;30;0;"C";"Usual";"Usual";-19.43245;2;-3;0;-1;-1;-2;"castle";"castle";-1;-1
"white";1;79;"mate";1548;1458;3;20;0;"B";"Usual";"Usual";127.5324;-1;1;1;1;3;2;"castle";"castle";2;-3
"white";0;49;"mate";1458;1459;6;15;0;"C";"Usual";"Usual";-1.389574;0;4;-1;-3;-1;1;"castle";"castle";0;0
"black";1;77;"resign";1526;1443;3;30;0;"D";"Unusual";"Usual";116.6659;-1;1;-1;1;4;0;"no castle";"castle";4;1
"white";1;56;"resign";1428;1510;6;8;0;"B";"Usual";"Unusual";-114.4762;0;1;3;-1;-2;0;"castle";"castle";1;-2
"black";0;38;"resign";1500;1428;1;10;0;"A";"Unusual";"Unusual";100.2936;7;-1;-3;0;-5;-3;"no castle";"no castle";-8;-11
"black";1;84;"resign";1432;1700;5;10;0;"B";"Usual";"Usual";-390.1789;-4;2;4;-3;2;-3;"castle";"castle";0;5
"white";1;87;"resign";1629;1439;4;10;0;"D";"Unusual";"Usual";272.8686;-10;1;13;0;-4;2;"castle";"castle";6;-5
"white";1;103;"resign";1879;1441;3;10;0;"B";"Usual";"Usual";663.0796;-4;2;-1;-3;3;1;"castle";"castle";1;12
"white";1;95;"outoftime";1422;1635;8;10;0;"C";"Usual";"Usual";-305.1774;3;0;-3;11;-6;-2;"castle";"castle";-1;6
"white";1;89;"mate";1412;1344;4;30;0;"B";"Usual";"Unusual";91.11413;-10;0;3;12;1;-2;"castle";"castle";8;-12
"white";1;39;"resign";2003;1413;4;10;0;"D";"Unusual";"Usual";910.6601;-2;-1;0;3;2;1;"no castle";"castle";1;-4
"white";1;47;"resign";1407;1222;6;10;0;"C";"Usual";"Usual";240.637;-1;0;1;-2;3;1;"castle";"no castle";1;10
"black";0;19;"resign";1348;1407;3;10;0;"B";"Usual";"Usual";-79.03671;0;5;0;-2;-1;1;"no castle";"no castle";0;0
"black";0;81;"resign";1407;1347;9;20;0;"C";"Usual";"Usual";80.3578;3;2;2;-1;-1;-2;"castle";"castle";-3;3
"white";0;44;"resign";1492;1407;3;10;0;"D";"Unusual";"Usual";117.6419;-3;7;0;2;0;0;"castle";"castle";2;2
"black";0;32;"resign";1500;1407;1;15;0;"A";"Unusual";"Unusual";128.9436;0;3;0;4;-4;-4;"no castle";"castle";0;3
"white";0;37;"resign";1500;1407;4;10;0;"D";"Unusual";"Usual";128.9436;0;0;0;-3;1;2;"castle";"castle";0;-6
"white";1;69;"mate";1413;1419;9;15;0;"D";"Unusual";"Usual";-8.180136;2;1;-1;-1;-1;1;"castle";"castle";0;2
"black";0;79;"resign";1419;1500;8;30;0;"C";"Usual";"Usual";-112.6055;1;1;-2;-2;1;-1;"castle";"castle";4;14
"white";1;53;"resign";1421;1430;5;10;0;"B";"Usual";"Usual";-12.32295;3;-1;1;3;-2;2;"no castle";"castle";-5;-8
"black";1;38;"mate";1417;1417;2;10;0;"B";"Usual";"Usual";0;0;0;0;-4;2;-1;"no castle";"no castle";0;-1
"black";1;32;"resign";1422;1706;2;10;0;"B";"Usual";"Unusual";-413.1228;0;1;1;-1;1;-2;"castle";"castle";0;0
"black";1;71;"resign";1864;1398;3;10;0;"B";"Usual";"Usual";697.1314;-5;2;5;0;3;0;"castle";"castle";4;9
"white";1;31;"mate";1443;1410;3;10;0;"B";"Usual";"Usual";45.2045;0;6;-1;1;2;1;"castle";"castle";1;0
"black";1;92;"resign";1411;1916;4;10;0;"D";"Unusual";"Usual";-765.5999;7;0;0;-6;-2;-4;"castle";"castle";-2;-6
"black";1;60;"resign";1412;1398;4;10;0;"B";"Usual";"Usual";18.99198;0;2;3;2;-1;-5;"castle";"castle";0;-4
"black";1;83;"resign";1409;1468;4;10;0;"C";"Usual";"Usual";-81.25694;4;2;-7;1;1;-3;"castle";"castle";0;-6
"white";1;103;"resign";1739;1412;8;10;0;"D";"Unusual";"Usual";477.9929;-23;11;-1;6;2;4;"castle";"castle";7;19
"black";1;51;"resign";1439;1390;9;10;0;"B";"Usual";"Usual";66.7591;2;-1;4;-3;-1;0;"castle";"castle";-3;-5
